Rk,Player,Nation,Position,Squad,Current age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG,Matches
325,Vinicius Mendonça,brBRA,FW,RB Bragantino,21-115,2004,12,8,656,7.3,0,2,2,0,0,0,1,0,0.5,0.5,0.6,1.1,27,17,58,0,0.27,0.27,0,0.27,0.07,0.08,0.15,0.07,0.15,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
326,Jean Meneses,clCHI,FW,Vasco da Gama,32-091,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
327,Gabriel Menino,brBRA,MF,Atlético Mineiro,24-259,2000,8,3,350,3.9,0,1,1,0,0,0,0,0,0.2,0.2,0.7,0.9,11,34,11,0,0.26,0.26,0,0.26,0.05,0.17,0.22,0.05,0.22,Matches
328,Micael,brBRA,DF,Palmeiras,24-307,2000,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,5,13,1,0,0,0,0,0,0,0,0.01,0,0.01,Matches
329,Michael,brBRA,FW,Flamengo,29-095,1996,10,5,442,4.9,1,3,4,1,0,0,0,0,1.1,1.1,2,3.2,16,20,72,0.2,0.61,0.81,0.2,0.81,0.23,0.41,0.64,0.23,0.64,Matches
330,Fernando Miguel,brBRA,GK,Ceará,40-133,1985,8,7,657,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
331,Moises,brBRA,"FW,MF",Fortaleza,28-286,1996,3,2,140,1.6,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,5,2,12,0,0.64,0.64,0,0.64,0.13,0.17,0.3,0.13,0.3,Matches
332,Miguel Monsalve,coCOL,"FW,MF",Grêmio,21-108,2004,7,2,282,3.1,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,6,14,8,0,0.32,0.32,0,0.32,0.04,0.19,0.23,0.04,0.23,Matches
333,Aníbal Moreno,arARG,MF,Palmeiras,26-033,1999,8,3,352,3.9,0,0,0,0,0,0,0,0,0,0,0.7,0.7,3,9,3,0,0,0,0,0,0.01,0.17,0.19,0.01,0.19,Matches
334,Henry Mosquera,coCOL,FW,RB Bragantino,23-212,2001,6,3,324,3.6,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,26,13,40,0,0,0,0,0,0.22,0.09,0.31,0.22,0.31,Matches
335,Gustavo Mosquito,brBRA,"FW,MF",Vitória,27-281,1997,10,6,480,5.3,0,2,2,0,0,0,0,0,0.4,0.4,1.1,1.5,21,18,41,0,0.37,0.37,0,0.37,0.08,0.2,0.29,0.08,0.29,Matches
336,Hugo Moura,brBRA,MF,Vasco da Gama,27-163,1998,11,9,859,9.5,0,1,1,0,0,0,4,0,0.4,0.4,0.4,0.7,5,31,6,0,0.1,0.1,0,0.1,0.04,0.04,0.08,0.04,0.08,Matches
337,Lucas Moura,brBRA,FW,São Paulo,32-306,1992,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
338,Neto Moura,brBRA,MF,Mirassol,28-313,1996,9,9,644,7.2,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,1,43,7,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
339,Lucas Mugni,arARG,MF,Ceará,33-154,1992,10,10,709,7.9,1,4,5,1,0,0,2,0,0.3,0.3,1.8,2.1,6,27,30,0.13,0.51,0.63,0.13,0.63,0.04,0.22,0.26,0.04,0.26,Matches
340,Alex Muralha,brBRA,GK,Mirassol,35-217,1989,6,6,540,6,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
341,Nata,brBRA,MF,Juventude,24-010,2001,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
342,Natanael,brBRA,DF,Atlético Mineiro,23-161,2002,12,11,893,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.9,12,31,54,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09,Matches
343,Nathan,brBRA,DF,Internacional,23-283,2001,1,1,90,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,5,4,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
344,Nathan,brBRA,"MF,FW",Grêmio,29-094,1996,2,1,90,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,2,0,0,0,0,0,0,0.06,0.04,0.11,0.06,0.11,Matches
345,Kaiky Naves,brBRA,DF,Palmeiras,23-038,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
346,Negueba,brBRA,FW,Mirassol,25-194,1999,7,4,372,4.1,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,8,10,31,0,0,0,0,0,0.07,0.08,0.15,0.07,0.15,Matches
347,Nenê,brBRA,"MF,FW",Juventude,43-331,1981,6,1,195,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,4,16,19,0,0,0,0,0,0.11,0.17,0.28,0.11,0.28,Matches
348,Neris,brBRA,DF,Vitória,32-363,1992,3,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
349,Rodrigo Nestor,brBRA,MF,Bahia,24-310,2000,5,3,234,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,11,8,0,0,0,0,0,0.03,0.11,0.14,0.03,0.14,Matches
350,José Vitor Silva Neves,brBRA,FW,Mirassol,25-044,2000,2,0,25,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
351,Newton,brBRA,MF,Botafogo (RJ),25-095,2000,3,1,113,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Matches
352,Neymar,brBRA,"MF,FW",Santos,33-130,1992,4,2,180,2,0,0,0,0,0,0,3,1,0.5,0.5,0.2,0.7,8,12,9,0,0,0,0,0,0.27,0.1,0.37,0.27,0.37,Matches
353,Nicolas,brBRA,DF,Ceará,28-111,1997,5,2,193,2.1,0,0,0,0,0,0,0,0,0,0,0.3,0.3,6,9,11,0,0,0,0,0,0.01,0.13,0.14,0.01,0.14,Matches
354,Nonato,brBRA,MF,Fluminense,27-104,1998,7,3,348,3.9,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,3,10,10,0,0,0,0,0,0.03,0.04,0.08,0.03,0.08,Matches
355,Sérgio Oliveira,ptPOR,MF,Sport Recife,33-013,1992,7,6,537,6,1,0,1,1,0,0,3,0,0.5,0.5,0.4,0.9,10,35,9,0.17,0,0.17,0.17,0.17,0.09,0.06,0.15,0.09,0.15,Matches
356,Cauly Oliveira Souza,brBRA,"MF,FW",Bahia,29-273,1995,10,5,466,5.2,1,2,3,1,0,0,1,0,1.6,1.6,0.4,2,14,27,32,0.19,0.39,0.58,0.19,0.58,0.31,0.08,0.39,0.31,0.39,Matches
357,Cristian Olivera,uyURU,FW,Grêmio,23-059,2002,8,8,618,6.9,2,0,2,2,0,0,1,0,1.6,1.6,0.3,1.9,29,14,47,0.29,0,0.29,0.29,0.29,0.23,0.05,0.28,0.23,0.28,Matches
358,Christian Ortiz,arARG,MF,Sport Recife,32-299,1992,6,0,178,2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,13,17,0,0,0,0,0,0.11,0.09,0.21,0.11,0.21,Matches
359,Leo Ortiz,brBRA,DF,Flamengo,29-163,1996,10,10,897,10,0,1,1,0,0,0,1,0,0.4,0.4,0.6,1,11,78,2,0,0.1,0.1,0,0.1,0.04,0.06,0.1,0.04,0.1,Matches
360,Oscar,brBRA,"FW,MF",São Paulo,33-279,1991,3,2,170,1.9,0,0,0,0,0,0,1,0,0.5,0.5,0.4,0.8,3,10,14,0,0,0,0,0,0.24,0.19,0.43,0.24,0.43,Matches
361,Osvaldo,brBRA,"FW,MF",Vitória,38-065,1987,7,4,268,3,0,1,1,0,0,0,1,0,0.2,0.2,1.3,1.5,8,10,36,0,0.34,0.34,0,0.34,0.07,0.43,0.5,0.07,0.5,Matches
362,Luis Otávio,brBRA,"MF,FW",Internacional,18-064,2007,5,0,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
363,João Othavio Basso,brBRA,DF,Santos,28-153,1997,3,3,248,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
364,Pablo,brBRA,FW,Sport Recife,32-357,1992,7,7,532,5.9,1,0,1,1,0,0,1,0,1.2,1.2,0.2,1.5,3,5,20,0.17,0,0.17,0.17,0.17,0.21,0.04,0.25,0.21,0.25,Matches
365,Ruan Pablo,brBRA,FW,Bahia,16-327,2008,1,0,9,0.1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,1,3,0,0,0,0,0,3.53,0,3.53,3.53,3.53,Matches
366,Bruno Pacheco,brBRA,DF,Fortaleza,33-189,1991,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,2,6,6,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
367,Gonçalo Paciência,ptPOR,FW,Sport Recife,30-318,1994,2,1,77,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,2,2,0,0,0,0,0,0.27,0.06,0.33,0.27,0.33,Matches
368,Brahian Palacios,coCOL,MF,Atlético Mineiro,22-203,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
369,Sergio Palacios,coCOL,DF,RB Bragantino,20-121,2005,1,0,26,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
370,Alan Patrick,brBRA,"MF,FW",Internacional,34-033,1991,8,8,643,7.1,2,4,6,1,1,1,3,0,1.7,0.9,4,4.8,9,48,30,0.28,0.56,0.84,0.14,0.7,0.23,0.55,0.79,0.12,0.68,Matches
371,Jair Paula,brBRA,DF,Botafogo (RJ),20-100,2005,11,11,990,11,0,1,1,0,0,0,0,0,0.5,0.5,0.2,0.7,3,31,3,0,0.09,0.09,0,0.09,0.05,0.02,0.07,0.05,0.07,Matches
372,Patrick de Paula,brBRA,MF,Botafogo (RJ),25-280,1999,6,4,284,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,16,6,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches
373,Paulinho,brBRA,"MF,FW",Vasco da Gama,28-158,1997,8,3,209,2.3,0,0,0,0,0,0,2,0,0,0,0,0,3,15,3,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
374,Paulinho,brBRA,"MF,FW",Palmeiras,24-335,2000,7,1,224,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,6,8,24,0,0,0,0,0,0.09,0.15,0.24,0.09,0.24,Matches
375,Caio Paulista,brBRA,DF,Atlético Mineiro,27-035,1998,5,3,210,2.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.5,6,17,15,0,0,0,0,0,0.15,0.04,0.19,0.15,0.19,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
376,Marcos Paulo,brBRA,DF,Juventude,22-148,2003,6,5,491,5.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,6,24,2,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches
377,Cristian Pavón,arARG,"FW,MF",Grêmio,29-145,1996,7,3,336,3.7,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,9,12,32,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11,Matches
378,Dimitri Payet,frFRA,MF,Vasco da Gama,38-078,1987,4,2,191,2.1,0,2,2,0,0,0,0,0,0.1,0.1,1.2,1.3,5,10,16,0,0.94,0.94,0,0.94,0.03,0.57,0.59,0.03,0.59,Matches
379,Pedro,brBRA,FW,Flamengo,27-360,1997,8,3,309,3.4,4,2,6,3,1,2,0,0,3.5,1.8,0.4,2.2,3,5,15,1.17,0.58,1.75,0.87,1.46,1.03,0.13,1.16,0.52,0.65,Matches
380,João Pedro Chermont,brBRA,DF,Santos,19-148,2006,5,2,249,2.8,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.9,4,9,13,0,0,0,0,0,0.02,0.29,0.31,0.02,0.31,Matches
381,João Pedro,brBRA,DF,Corinthians,21-166,2003,2,1,135,1.5,0,0,0,0,0,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
382,João Pedro,brBRA,DF,Grêmio,28-212,1996,6,5,381,4.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,6,20,13,0,0,0,0,0,0.01,0.04,0.04,0.01,0.04,Matches
383,João Pedro Pepê,brBRA,MF,Vitória,27-160,1998,5,2,178,2,0,0,0,0,0,0,1,1,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,Matches
384,Peixoto,brBRA,"MF,FW",Juventude,27-350,1997,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
385,Léo Pereira,brBRA,DF,Flamengo,29-135,1996,10,10,897,10,1,0,1,1,0,0,1,0,0.9,0.9,0,0.9,5,41,2,0.1,0,0.1,0.1,0.1,0.09,0,0.09,0.09,0.09,Matches
386,Matheus Pereira,brBRA,MF,Cruzeiro,29-041,1996,10,9,780,8.7,2,1,3,2,0,0,4,0,1.3,1.3,1.3,2.7,14,40,46,0.23,0.12,0.35,0.23,0.35,0.16,0.16,0.31,0.16,0.31,Matches
387,Luan Peres Petroni,brBRA,DF,Santos,30-331,1994,5,5,450,5,0,0,0,0,0,0,3,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
388,Pernambuco,brBRA,"FW,MF",Juventude,27-048,1998,3,0,57,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,6,7,0,0,0,0,0,0.28,0.18,0.47,0.28,0.47,Matches
389,Petterson,brBRA,MF,Juventude,21-162,2004,2,1,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,1,4,0,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
390,Yago Pikachu,brBRA,"FW,DF",Fortaleza,33-010,1992,12,8,764,8.5,2,0,2,0,2,2,0,0,2.6,1.1,0.8,1.8,13,27,48,0.24,0,0.24,0,0,0.31,0.09,0.4,0.13,0.22,Matches
391,Joaquín Piquerez,uyURU,DF,Palmeiras,26-295,1998,11,10,945,10.5,2,0,2,1,1,2,2,0,1.9,0.3,0.8,1.1,14,65,64,0.19,0,0.19,0.1,0.1,0.18,0.07,0.25,0.03,0.1,Matches
392,Rafael Pires,brBRA,GK,São Paulo,35-357,1989,12,12,"1,080",12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
393,Lucas Piton,brBRA,DF,Vasco da Gama,24-249,2000,11,11,990,11,0,3,3,0,0,0,2,0,0.1,0.1,2.1,2.2,21,52,85,0,0.27,0.27,0,0.27,0.01,0.19,0.2,0.01,0.2,Matches
394,Isidro Pitta,pyPAR,FW,RB Bragantino,25-305,1999,10,1,251,2.8,4,1,5,4,0,0,2,0,0.8,0.8,0.7,1.4,8,8,18,1.43,0.36,1.79,1.43,1.79,0.27,0.25,0.52,0.27,0.52,Matches
395,Diego Pituca,brBRA,MF,Santos,32-304,1992,8,3,322,3.6,1,0,1,1,0,0,2,0,0.1,0.1,0.1,0.2,4,16,9,0.28,0,0.28,0.28,0.28,0.03,0.02,0.05,0.03,0.05,Matches
396,Gonzalo Plata,ecECU,"FW,MF",Flamengo,24-226,2000,6,1,214,2.4,1,0,1,1,0,0,0,0,1,1,0.3,1.3,3,14,16,0.42,0,0.42,0.42,0.42,0.42,0.13,0.55,0.42,0.55,Matches
397,Tomas Pochettino,arARG,MF,Fortaleza,29-134,1996,7,4,391,4.3,1,1,2,1,0,0,0,0,0.5,0.5,0.6,1.1,24,23,26,0.23,0.23,0.46,0.23,0.46,0.12,0.13,0.26,0.12,0.26,Matches
398,Mateo Ponte,uyURU,DF,Botafogo (RJ),22-022,2003,8,0,129,1.4,1,0,1,1,0,0,1,0,0.5,0.5,0.2,0.7,5,4,21,0.7,0,0.7,0.7,0.7,0.36,0.16,0.52,0.36,0.52,Matches
399,Gustavo Prado,brBRA,"FW,MF",Internacional,20-009,2005,7,1,246,2.7,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,9,19,27,0.37,0,0.37,0.37,0.37,0.14,0.03,0.17,0.14,0.17,Matches
400,Lucca Prior,brBRA,FW,Fortaleza,21-123,2004,4,1,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,10,7,0,0,0,0,0,0.06,0.19,0.25,0.06,0.25,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
401,Erick Pulga,brBRA,"FW,MF",Bahia,24-256,2000,12,9,859,9.5,2,3,5,2,0,0,1,0,2.7,2.7,1.9,4.6,64,25,100,0.21,0.31,0.52,0.21,0.52,0.28,0.2,0.48,0.28,0.48,Matches
402,Erick Pulgar,clCHI,MF,Flamengo,31-151,1994,9,8,652,7.2,1,0,1,1,0,0,2,0,0.2,0.2,0.3,0.5,1,29,7,0.14,0,0.14,0.14,0.14,0.02,0.04,0.06,0.02,0.06,Matches
403,Du Queiroz,brBRA,MF,Sport Recife,25-147,2000,11,8,615,6.8,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,16,36,28,0,0,0,0,0,0.07,0.08,0.15,0.07,0.15,Matches
404,Igor Rabello,brBRA,"DF,FW",Atlético Mineiro,30-048,1995,3,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
405,Zé Rafael,brBRA,MF,Santos,31-364,1993,5,4,326,3.6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,5,12,2,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
406,André Ramalho,brBRA,DF,Corinthians,33-119,1992,8,8,720,8,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,7,34,1,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
407,Eric Ramires,brBRA,MF,RB Bragantino,24-309,2000,12,9,738,8.2,1,1,2,1,0,0,1,0,0.6,0.6,0.3,0.9,5,37,21,0.12,0.12,0.24,0.12,0.24,0.07,0.03,0.11,0.07,0.11,Matches
408,Ramon,brBRA,DF,Internacional,24-094,2001,5,4,329,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,8,13,16,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,Matches
409,Lucas Ramon,brBRA,DF,Mirassol,31-100,1994,10,10,826,9.2,1,1,2,1,0,0,2,0,0.3,0.3,0.9,1.2,18,25,36,0.11,0.11,0.22,0.11,0.22,0.03,0.1,0.13,0.03,0.13,Matches
410,Santi Ramos Mingo,arARG,DF,Bahia,23-206,2001,12,12,"1,080",12,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,15,48,0,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches
411,Rafael Ramos,ptPOR,DF,Ceará,30-157,1995,6,2,260,2.9,0,0,0,0,0,0,1,0,0,0,0.2,0.2,5,12,7,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,Matches
412,Raniele,brBRA,MF,Corinthians,28-166,1996,10,9,626,7,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,5,23,7,0,0,0,0,0,0.02,0.06,0.07,0.02,0.07,Matches
413,Wellington Rato,brBRA,"FW,MF",Vitória,32-352,1992,5,3,212,2.4,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.2,1,8,13,0.42,0,0.42,0.42,0.42,0.07,0.03,0.1,0.07,0.1,Matches
414,Pedro Raul,brBRA,FW,Ceará,28-222,1996,11,11,909,10.1,6,0,6,5,1,1,2,0,4,3.2,1.5,4.7,4,15,33,0.59,0,0.59,0.5,0.5,0.4,0.15,0.55,0.32,0.47,Matches
415,Raykkonen,brBRA,FW,Internacional,16-337,2008,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
416,Reginaldo,brBRA,DF,Juventude,32-113,1993,4,1,111,1.2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,7,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
417,Reinaldo,brBRA,DF,Mirassol,35-260,1989,11,10,911,10.1,6,2,8,2,4,5,2,0,4.9,1,2.3,3.2,15,51,34,0.59,0.2,0.79,0.2,0.4,0.48,0.23,0.71,0.09,0.32,Matches
418,Cristian Renato,brBRA,FW,Mirassol,25-117,2000,10,4,495,5.5,1,1,2,1,0,0,2,0,1.4,1.4,0.2,1.6,1,4,27,0.18,0.18,0.36,0.18,0.36,0.26,0.03,0.29,0.26,0.29,Matches
419,Renê,brBRA,DF,Fluminense,32-274,1992,8,8,712,7.9,1,0,1,1,0,0,0,0,0.1,0.1,0.8,0.9,23,37,33,0.13,0,0.13,0.13,0.13,0.01,0.1,0.12,0.01,0.12,Matches
420,Rezende,brBRA,MF,Bahia,30-164,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
421,Murilo Rhikman,brBRA,MF,Cruzeiro,19-094,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
422,Everton Ribeiro,brBRA,MF,Bahia,36-066,1989,11,8,605,6.7,1,0,1,0,1,1,4,1,1.4,0.6,1.6,2.1,14,55,24,0.15,0,0.15,0,0,0.2,0.23,0.44,0.09,0.32,Matches
423,Ricardo,brBRA,MF,Vitória,31-108,1994,11,8,560,6.2,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,2,27,7,0,0,0,0,0,0.02,0.06,0.07,0.02,0.07,Matches
424,João Ricardo Riedi,brBRA,GK,Fortaleza,36-282,1988,12,12,"1,080",12,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
425,Charles Rigon Matos,brBRA,"DF,MF",Corinthians,28-361,1996,4,0,75,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
426,Tomás Rincón,veVEN,MF,Santos,37-153,1988,6,5,423,4.7,0,0,0,0,0,0,2,0,0.2,0.2,0,0.3,3,19,7,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,Matches
427,Richard Ríos,coCOL,MF,Palmeiras,25-013,2000,9,9,643,7.1,0,2,2,0,0,0,4,0,0.6,0.6,0.7,1.3,9,29,22,0,0.28,0.28,0,0.28,0.08,0.09,0.18,0.08,0.18,Matches
428,Riquelme,brBRA,"FW,MF",Fluminense,18-094,2007,2,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
429,Christian Rivera,coCOL,MF,Sport Recife,29-152,1996,9,8,661,7.3,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,3,25,4,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
430,Sergio Rochet,uyURU,GK,Internacional,32-084,1993,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
431,Rodrigo,brBRA,"FW,MF",São Paulo,21-091,2004,5,0,70,0.8,0,0,0,0,0,0,3,0,0.2,0.2,0,0.2,3,2,12,0,0,0,0,0,0.23,0.03,0.26,0.23,0.26,Matches
432,Guzmán Rodríguez,uyURU,DF,RB Bragantino,25-127,2000,11,11,990,11,0,0,0,0,0,0,3,0,0.4,0.4,0,0.4,3,31,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
433,Luciano Rodríguez,uyURU,FW,Bahia,21-334,2003,10,6,486,5.4,0,0,0,0,0,0,1,0,1.2,1.2,0.2,1.5,8,6,26,0,0,0,0,0,0.23,0.04,0.27,0.23,0.27,Matches
