Rk,Player,Nation,Position,Squad,Current age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG,Matches
434,Santiago Rodríguez,uyURU,"MF,FW",Botafogo (RJ),25-158,2000,6,1,159,1.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,4,15,0,0,0,0,0,0.15,0.07,0.22,0.15,0.22,Matches
435,Rodriguinho,brBRA,FW,Cruzeiro,22-010,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
436,Agustín Rogel,uyURU,DF,Internacional,27-241,1997,5,5,450,5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,9,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
437,Benjamín Rollheiser,arARG,"MF,FW",Santos,25-083,2000,12,11,894,9.9,0,1,1,0,0,0,3,0,0.6,0.6,2.3,2.9,21,52,43,0,0.1,0.1,0,0.1,0.06,0.23,0.29,0.06,0.29,Matches
438,Iván Román,clCHI,DF,Atlético Mineiro,18-338,2006,2,1,92,1,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,0,6,1,0,0,0,0,0,0.4,0,0.4,0.4,0.4,Matches
439,Romarinho,brBRA,"MF,FW",Sport Recife,31-106,1994,4,0,65,0.7,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,3,3,11,0,0,0,0,0,0.35,0.02,0.37,0.35,0.37,Matches
440,Ángel Romero,pyPAR,"FW,MF",Corinthians,32-346,1992,12,6,603,6.7,0,1,1,0,0,0,2,0,0.9,0.9,1.1,2,12,23,51,0,0.15,0.15,0,0.15,0.13,0.16,0.3,0.13,0.3,Matches
441,Lucas Romero,arARG,MF,Cruzeiro,31-058,1994,11,10,943,10.5,1,1,2,1,0,0,4,0,0.2,0.2,0.3,0.5,4,47,4,0.1,0.1,0.19,0.1,0.19,0.02,0.03,0.04,0.02,0.04,Matches
442,Óscar Romero,pyPAR,MF,Internacional,32-346,1992,8,2,259,2.9,0,1,1,0,0,0,1,0,0.2,0.2,0.8,1,8,25,10,0,0.35,0.35,0,0.35,0.08,0.28,0.36,0.08,0.36,Matches
443,Romulo,brBRA,"MF,FW",Ceará,23-251,2001,8,0,122,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,3,15,10,0,0,0,0,0,0.14,0.42,0.56,0.14,0.56,Matches
444,Rômulo,brBRA,DF,Atlético Mineiro,21-135,2004,2,2,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Matches
445,Ronald,brBRA,MF,Vitória,27-362,1997,10,8,709,7.9,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.6,15,44,16,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,Matches
446,Ronald,brBRA,"DF,MF",Grêmio,22-124,2003,5,0,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,Matches
447,Ronaldo,brBRA,GK,Bahia,28-297,1996,4,4,288,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
448,Ronaldo,brBRA,MF,Internacional,28-235,1996,11,6,683,7.6,0,0,0,0,0,0,3,1,0.5,0.5,0,0.6,4,28,1,0,0,0,0,0,0.07,0.01,0.07,0.07,0.07,Matches
449,Budiga Roni,brBRA,MF,Mirassol,26-061,1999,4,0,84,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,Matches
450,Rony,brBRA,FW,Atlético Mineiro,30-035,1995,12,12,"1,009",11.2,3,0,3,3,0,0,3,0,3.6,3.6,0.3,3.9,14,23,76,0.27,0,0.27,0.27,0.27,0.32,0.02,0.35,0.32,0.35,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
451,Vitor Roque,brBRA,FW,Palmeiras,20-107,2005,10,5,506,5.6,2,0,2,2,0,0,2,0,2.2,2.2,0.6,2.8,16,7,32,0.36,0,0.36,0.36,0.36,0.39,0.12,0.5,0.39,0.5,Matches
452,Diego Rosa,brBRA,"MF,DF",Internacional,22-246,2002,5,1,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0.1,2,7,9,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04,Matches
453,Matheus Rossetto,brBRA,MF,Fortaleza,29-012,1996,7,7,503,5.6,0,0,0,0,0,0,0,0,0,0,0,0,3,36,4,0,0,0,0,0,0,0,0,0,0,Matches
454,Agustín Rossi,arARG,GK,Flamengo,29-298,1995,11,11,990,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
455,Ruan,brBRA,DF,São Paulo,26-008,1999,5,4,361,4,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Matches
456,Rubens,brBRA,"DF,MF",Atlético Mineiro,23-359,2001,12,10,943,10.5,1,0,1,1,0,0,2,0,1.5,1.5,0.3,1.8,13,47,38,0.1,0,0.1,0.1,0.1,0.14,0.03,0.17,0.14,0.17,Matches
457,Alan Ruschel,brBRA,DF,Juventude,35-296,1989,8,8,685,7.6,0,0,0,0,0,0,2,0,0,0,0.6,0.6,8,22,21,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches
458,Rwan,brBRA,FW,Botafogo (RJ),24-026,2001,4,2,168,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,2,5,9,0,0,0,0,0,0.15,0.18,0.33,0.15,0.33,Matches
459,José Sabino,brBRA,DF,São Paulo,28-233,1996,6,5,415,4.6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,4,29,1,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
460,Rodrigo Sam,brBRA,DF,Juventude,29-326,1995,5,4,363,4,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,1,11,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
461,Alex Sandro,brBRA,DF,Flamengo,34-140,1991,9,9,749,8.3,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.9,17,68,21,0,0,0,0,0,0.01,0.1,0.11,0.01,0.11,Matches
462,Agustín Sant'Anna,uyURU,DF,RB Bragantino,27-261,1997,4,1,132,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,1,9,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11,Matches
463,Alex Santana,brBRA,MF,Corinthians,30-033,1995,3,1,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,7,1,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
464,Ademir Santos,brBRA,FW,Bahia,30-119,1995,9,7,530,5.9,0,0,0,0,0,0,2,0,1,1,0.9,1.8,25,20,70,0,0,0,0,0,0.17,0.15,0.31,0.17,0.31,Matches
465,Eduardo Santos,brBRA,"DF,FW",RB Bragantino,27-199,1997,5,1,176,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,4,3,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
466,Júnior Santos,brBRA,"FW,MF",Atlético Mineiro,30-247,1994,7,0,136,1.5,2,0,2,2,0,0,1,0,2.1,2.1,0,2.1,4,2,17,1.32,0,1.32,1.32,1.32,1.37,0.02,1.39,1.37,1.39,Matches
467,Rodrigo Santos,brBRA,FW,Fortaleza,24-270,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
468,Renzo Saravia,arARG,DF,Atlético Mineiro,31-364,1993,6,1,138,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,4,8,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
469,Eduardo Sasha,brBRA,"FW,MF",RB Bragantino,33-111,1992,12,11,861,9.6,2,1,3,2,0,0,2,0,3.6,3.6,0.9,4.5,14,23,58,0.21,0.1,0.31,0.21,0.31,0.38,0.09,0.47,0.38,0.47,Matches
470,Lucas Sasha,brBRA,MF,Fortaleza,35-106,1990,8,8,657,7.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.3,8,21,19,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches
471,Jefferson Savarino,veVEN,"MF,FW",Botafogo (RJ),28-216,1996,7,7,589,6.5,2,1,3,2,0,0,1,0,0.9,0.9,0.8,1.7,11,31,26,0.31,0.15,0.46,0.31,0.46,0.14,0.12,0.26,0.14,0.26,Matches
472,Gustavo Scarpa,brBRA,"MF,FW",Atlético Mineiro,31-161,1994,12,11,957,10.6,0,1,1,0,0,0,1,0,1.1,1.1,2.5,3.5,20,75,46,0,0.09,0.09,0,0.09,0.1,0.23,0.33,0.1,0.33,Matches
473,João Schmidt,brBRA,MF,Santos,32-027,1993,9,7,619,6.9,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,1,47,4,0,0,0,0,0,0.06,0.03,0.08,0.06,0.08,Matches
474,Cleiton Schwengber,brBRA,GK,RB Bragantino,27-300,1997,11,11,990,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
475,Kevin Serna,coCOL,FW,Fluminense,27-180,1997,9,4,364,4,3,0,3,3,0,0,0,0,1.7,1.7,0.3,2,15,9,35,0.74,0,0.74,0.74,0.74,0.42,0.08,0.5,0.42,0.5,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
476,Igor Serrote,brBRA,DF,Grêmio,20-106,2005,5,5,377,4.2,0,0,0,0,0,0,2,0,0,0,0.1,0.1,3,16,10,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,Matches
477,Juan Sforza,arARG,MF,Vasco da Gama,23-121,2002,2,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
478,Aderlan Silva,brBRA,DF,Santos,34-301,1990,2,1,87,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,6,2,0,0,0,0,0,0.01,0.1,0.11,0.01,0.11,Matches
479,André Silva,brBRA,FW,São Paulo,28-012,1997,11,8,793,8.8,3,1,4,2,1,1,4,0,2.9,2.1,2,4.1,8,11,42,0.34,0.11,0.45,0.23,0.34,0.33,0.22,0.55,0.24,0.46,Matches
480,Guilherme Silva,brBRA,FW,Corinthians,18-129,2007,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
481,João Silva,ptPOR,DF,Sport Recife,26-152,1999,8,8,720,8,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,4,37,0,0,0,0,0,0,0.01,0.06,0.08,0.01,0.08,Matches
482,Lucas Silva,brBRA,MF,Cruzeiro,32-119,1993,11,10,885,9.8,1,2,3,1,0,0,1,0,0.5,0.5,0.5,1,11,55,5,0.1,0.2,0.31,0.1,0.31,0.05,0.05,0.1,0.05,0.1,Matches
483,Patrick Silva,brBRA,MF,Atlético Mineiro,21-088,2004,3,2,224,2.5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
484,Thiago Silva,brBRA,DF,Fluminense,40-266,1984,7,7,630,7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,24,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
485,Cédric Soares,ptPOR,"DF,FW",São Paulo,33-288,1991,10,7,633,7,0,1,1,0,0,0,1,0,0,0,0.4,0.4,3,17,31,0,0.14,0.14,0,0.14,0,0.06,0.06,0,0.06,Matches
486,Everton Soares,brBRA,"FW,MF",Flamengo,29-085,1996,11,6,500,5.6,1,1,2,1,0,0,0,0,1.5,1.5,0.5,2,20,18,62,0.18,0.18,0.36,0.18,0.36,0.26,0.09,0.36,0.26,0.36,Matches
487,Tiquinho Soares,brBRA,FW,Santos,34-149,1991,11,9,686,7.6,1,2,3,0,1,1,2,0,1.7,0.9,0.5,1.5,3,9,21,0.13,0.26,0.39,0,0.26,0.23,0.07,0.3,0.12,0.19,Matches
488,Fernando Sobral,brBRA,MF,Ceará,30-180,1994,10,9,726,8.1,0,0,0,0,0,0,3,0,0,0,0.2,0.3,3,34,7,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,Matches
489,Yeferson Soteldo,veVEN,"FW,MF",Santos,27-350,1997,5,3,326,3.6,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,31,17,41,0,0,0,0,0,0.05,0.11,0.16,0.05,0.16,Matches
490,Souza,brBRA,DF,Santos,18-364,2006,3,3,225,2.5,0,1,1,0,0,0,0,0,0,0,0.3,0.3,5,3,7,0,0.4,0.4,0,0.4,0,0.11,0.11,0,0.11,Matches
491,Fabiano Souza,brBRA,DF,Ceará,25-093,2000,10,10,835,9.3,0,1,1,0,0,0,4,0,0.1,0.1,0.1,0.2,10,28,18,0,0.11,0.11,0,0.11,0.01,0.01,0.02,0.01,0.02,Matches
492,Hugo Souza,brBRA,GK,Corinthians,26-135,1999,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
493,Igor Vinícius de Souza,brBRA,DF,São Paulo,28-075,1997,3,2,164,1.8,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,8,18,0,0,0,0,0,0.12,0.04,0.15,0.12,0.15,Matches
494,Everaldo Stum,brBRA,FW,Fluminense,33-345,1991,11,5,477,5.3,1,0,1,1,0,0,1,0,1,1,1.1,2.1,3,6,26,0.19,0,0.19,0.19,0.19,0.19,0.22,0.41,0.19,0.41,Matches
495,Bruno Tabata,brBRA,"FW,MF",Internacional,28-077,1997,9,5,431,4.8,0,0,0,0,0,0,2,0,0.4,0.4,0.9,1.3,22,25,48,0,0,0,0,0,0.09,0.18,0.27,0.09,0.27,Matches
496,Gabriel Taliari,brBRA,FW,Juventude,28-063,1997,9,7,539,6,2,1,3,2,0,0,0,0,0.9,0.9,0.5,1.5,7,8,17,0.33,0.17,0.5,0.33,0.5,0.16,0.09,0.24,0.16,0.24,Matches
497,Tchê Tchê,brBRA,"MF,FW",Vasco da Gama,32-289,1992,9,7,587,6.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,36,12,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
498,Alex Teixeira,brBRA,"MF,FW",Vasco da Gama,35-160,1990,8,0,88,1,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,2,0,5,0,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
499,Alex Telles,brBRA,DF,Botafogo (RJ),32-182,1992,10,6,555,6.2,2,0,2,1,1,1,1,0,1.2,0.4,0.5,0.9,8,21,26,0.32,0,0.32,0.16,0.16,0.19,0.09,0.27,0.06,0.15,Matches
500,Thaciano,brBRA,"FW,MF",Santos,30-034,1995,10,3,330,3.7,1,0,1,1,0,0,0,0,1,1,0,1,3,6,17,0.27,0,0.27,0.27,0.27,0.26,0,0.27,0.26,0.27,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
501,Thalys,brBRA,FW,Palmeiras,20-113,2005,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
502,Tiago,brBRA,"FW,MF",Bahia,20-068,2005,4,0,112,1.2,0,1,1,0,0,0,0,0,0,0,0.2,0.2,2,1,9,0,0.8,0.8,0,0.8,0,0.14,0.14,0,0.14,Matches
503,Guilherme Tinga,brBRA,DF,Fortaleza,31-287,1993,6,5,446,5,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,7,19,11,0.2,0,0.2,0.2,0.2,0.03,0.03,0.06,0.03,0.06,Matches
504,Titi,brBRA,DF,Fortaleza,37-095,1988,3,3,269,3,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
505,Félix Torres Caicedo,ecECU,DF,Corinthians,28-155,1997,6,5,460,5.1,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,1,13,0,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04,Matches
506,Facundo Torres,uyURU,"MF,FW",Palmeiras,25-063,2000,9,9,634,7,2,1,3,2,0,0,1,0,1.5,1.5,1,2.4,10,31,36,0.28,0.14,0.43,0.28,0.43,0.21,0.14,0.34,0.21,0.34,Matches
507,Bruno Tubarão,brBRA,"FW,MF",Ceará,30-102,1995,3,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
508,Enner Valencia,ecECU,FW,Internacional,35-223,1989,8,5,414,4.6,1,0,1,1,0,0,0,0,2.2,2.2,0.1,2.3,10,3,25,0.22,0,0.22,0.22,0.22,0.49,0.02,0.5,0.49,0.5,Matches
509,Vanderlan,brBRA,DF,Palmeiras,22-281,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Matches
510,Guillermo Varela,uyURU,"DF,MF",Flamengo,32-083,1993,6,3,312,3.5,0,2,2,0,0,0,0,0,0,0,0.4,0.5,4,18,28,0,0.58,0.58,0,0.58,0.01,0.13,0.14,0.01,0.14,Matches
511,Pablo Vegetti,arARG,FW,Vasco da Gama,36-243,1988,11,10,915,10.2,8,1,9,8,0,0,2,0,5.3,5.3,0.9,6.3,0,10,21,0.79,0.1,0.89,0.79,0.89,0.52,0.09,0.61,0.52,0.61,Matches
512,Raphael Veiga,brBRA,MF,Palmeiras,29-361,1995,5,2,165,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0,0.6,2,10,8,0,0,0,0,0,0.28,0.02,0.3,0.28,0.3,Matches
513,Fausto Vera,arARG,MF,Atlético Mineiro,25-081,2000,7,5,439,4.9,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.6,5,22,6,0.21,0,0.21,0.21,0.21,0.09,0.03,0.12,0.09,0.12,Matches
514,Gabriel Veron,brBRA,"FW,MF",Santos,22-285,2002,6,1,122,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,8,9,0,0,0,0,0,0.15,0.14,0.29,0.15,0.29,Matches
515,João Victor,brBRA,DF,Mirassol,27-286,1997,11,11,990,11,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,5,20,3,0,0,0,0,0,0.01,0,0.02,0.01,0.02,Matches
516,João Victor,brBRA,FW,Ceará,21-049,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
517,João Victor,brBRA,DF,Vasco da Gama,26-333,1998,12,12,"1,080",12,1,0,1,1,0,0,2,0,1.2,1.2,0.1,1.3,3,47,6,0.08,0,0.08,0.08,0.08,0.1,0.01,0.11,0.1,0.11,Matches
518,Viery,brBRA,DF,Grêmio,20-164,2005,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
519,Lucas Villalba,arARG,DF,Cruzeiro,30-300,1994,9,9,794,8.8,0,0,0,0,0,0,3,0,0.7,0.7,0.1,0.7,12,29,3,0,0,0,0,0,0.08,0.01,0.08,0.08,0.08,Matches
520,Mathías Villasanti,pyPAR,MF,Grêmio,28-142,1997,10,10,829,9.2,0,0,0,0,0,0,5,0,0.1,0.1,0.2,0.3,8,29,8,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,Matches
521,Matías Viña,uyURU,DF,Flamengo,27-218,1997,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
522,Vitão,brBRA,DF,Internacional,25-133,2000,10,10,900,10,0,1,1,0,0,0,2,0,0.2,0.2,0.8,1,4,38,1,0,0.1,0.1,0,0.1,0.02,0.08,0.1,0.02,0.1,Matches
523,Vitinho,brBRA,FW,Internacional,26-075,1999,8,4,374,4.2,0,0,0,0,0,0,2,0,0.8,0.8,0.1,0.9,3,9,22,0,0,0,0,0,0.18,0.03,0.21,0.18,0.21,Matches
524,Vitinho,brBRA,DF,Botafogo (RJ),25-327,1999,11,11,880,9.8,1,0,1,1,0,0,1,0,0.3,0.3,0.7,1,16,25,61,0.1,0,0.1,0.1,0.1,0.03,0.07,0.1,0.03,0.1,Matches
525,Rayan Vitor,brBRA,FW,Vasco da Gama,18-316,2006,11,9,793,8.8,2,1,3,2,0,0,0,0,2,2,0.8,2.8,20,18,58,0.23,0.11,0.34,0.23,0.34,0.22,0.09,0.31,0.22,0.31,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
526,Tiago Volpi,brBRA,GK,Grêmio,34-178,1990,12,12,"1,080",12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
527,Wagner,brBRA,DF,Grêmio,25-327,1999,12,12,"1,019",11.3,0,1,1,0,0,0,2,0,1.2,1.2,0.7,1.9,4,29,1,0,0.09,0.09,0,0.09,0.11,0.06,0.17,0.11,0.17,Matches
528,Walace,brBRA,MF,Cruzeiro,30-072,1995,5,1,96,1.1,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,Matches
529,Wallace,brBRA,"MF,FW",Flamengo,20-127,2005,3,0,37,0.4,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.8,1,3,6,0,2.43,2.43,0,2.43,0.45,1.59,2.03,0.45,2.03,Matches
530,Walter,brBRA,GK,Mirassol,37-209,1987,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
531,Wanderson,brBRA,"FW,MF",Cruzeiro,30-251,1994,11,11,864,9.6,0,0,0,0,0,0,1,0,1.3,1.3,1.2,2.5,22,19,49,0,0,0,0,0,0.13,0.13,0.26,0.13,0.26,Matches
532,Deivid Washington,brBRA,FW,Santos,20-010,2005,11,2,315,3.5,1,0,1,1,0,0,0,0,0.6,0.6,0,0.7,2,7,21,0.29,0,0.29,0.29,0.29,0.18,0.01,0.19,0.18,0.19,Matches
533,José Welison,brBRA,MF,Fortaleza,30-096,1995,8,4,423,4.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,2,21,7,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches
534,Wendell,brBRA,DF,São Paulo,31-330,1993,8,6,414,4.6,0,0,0,0,0,0,0,0,0,0,0.1,0.2,8,17,19,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,Matches
535,Wesley,brBRA,DF,Flamengo,21-282,2003,8,8,712,7.9,0,1,1,0,0,0,3,0,0.1,0.1,1,1.1,21,31,84,0,0.13,0.13,0,0.13,0.02,0.13,0.14,0.02,0.14,Matches
536,Wesley,brBRA,"FW,MF",Internacional,26-077,1999,10,10,763,8.5,0,2,2,0,0,0,1,0,0.6,0.6,0.7,1.4,27,23,69,0,0.24,0.24,0,0.24,0.08,0.09,0.16,0.08,0.16,Matches
537,Wéverton,brBRA,GK,Palmeiras,37-184,1987,11,11,990,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
538,William,brBRA,DF,Cruzeiro,30-073,1995,8,5,528,5.9,0,2,2,0,0,0,1,0,0.3,0.3,1.5,1.8,8,15,33,0,0.34,0.34,0,0.34,0.05,0.26,0.31,0.05,0.31,Matches
539,Willian,brBRA,MF,Vitória,32-030,1993,4,2,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,2,7,5,0,0,0,0,0,0.05,0.03,0.09,0.05,0.09,Matches
540,Estêvão Willian,brBRA,"MF,FW",Palmeiras,18-052,2007,11,9,831,9.2,0,3,3,0,0,0,3,0,1.2,1.1,2,3.1,48,34,93,0,0.32,0.32,0,0.32,0.13,0.22,0.35,0.12,0.34,Matches
541,Mateus Xavier,brBRA,"FW,MF",Santos,17-351,2007,3,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,Matches
542,Samuel Xavier,brBRA,DF,Fluminense,35-009,1990,9,8,742,8.2,1,1,2,1,0,0,2,0,0.1,0.1,0.7,0.9,13,46,33,0.12,0.12,0.24,0.12,0.24,0.02,0.09,0.11,0.02,0.11,Matches
543,Yago,brBRA,MF,Mirassol,30-132,1995,8,4,370,4.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,25,16,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,Matches
544,Yago,brBRA,MF,Internacional,18-130,2007,2,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,6,6,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
545,Lukas Zuccarello,brBRA,FW,Vasco da Gama,18-195,2006,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,5,0,0,0,0,0,0,0.29,0.29,0,0.29,Matches
